ID,Language_ID,Analect,Label,Source,Comment
690,letyi-lejti,,,blake-et-al-2011,Gaps in the paradigm are due to gaps in the source.
691,cora-icr-lb,,,casad-1984,"Possession is also indicated by possessive prefixes.
Demonstratives are used for third person reference. The ""there"" series was used here, in line with the example provided."
692,burarra-icr-lb,,,green-1987,"""Distinctive [possessive] constructions exist for general nouns (including proper nouns), kinship terms, and body parts."" p30 Here the paradigm for possession of general nouns has been provided."
693,yir-yoront,F,,alpher-1973,
694,kuuk-thaayorre,F,,gaby-2006,
695,guugu-yimidhirr,F,,haviland-1979,
696,kuuku-yau,F,,thompson-1988,
697,yidiny,F,,dixon-1977,"Deictics are used in a comparable way to third person pronouns in other languages. They have been provided in the cells for third persons. The decitics vary for distance from speaker, whether the referent is human or inanimate, definiteness, as well as case. Here the case-inflected, definite, human, near deictic has been entered."
698,yei,F,,carroll-2017,Po village
699,nggarna,,,carroll-2017,
700,south-efate,F,,thieberger-2006,
701,tauya,B,,macdonald-2013,"The possessive forms listed below appear as proclitics attached to possessed animate nouns (MacDonald 2013:7). Inanimate possessed nouns are typically not marked (MacDonald 2013:7). Similarly, the object forms listed appear as proclitics attached to transitive verbs (MacDonald 2013:7). In addition, third person singular objects and possessors are typically unmarked in the language (MacDonald 2013:7). Hence, the numeral '0' has been entered in the relevant cells below."
800,aguaruna,F,,Overall2007,
801,phake,F,,Stephen Morey. 2005. The Tai languages of Assam. 565. Canberra: Pacific Linguistics.,
802,basay,F,,"Li, Paul Jen-kui. 1999. Some Problems in the Basay Language. In Zeitoun, Elizabeth & Paul Jen-kuei Li (Eds.) SelectedPapers from the Eighth International Conference on Austronesian Linguistics (8ICAL 1999). Taipei: Academica Sinica. 637-666.",
803,darkhat,F,,Gaspar2006,
804,adzera,F,,Holzknecht1986,
805,jaunsari,F,,"Satish, Umadatt Sharma. (1990) A linguistic study of Jaunsari. New Delhiː Creative Publishers. Publication of 1972 Delhi University PhD",
806,lemetingbelait,F,,"Clynes, Adrian. 2005. Belait. In Adelaar, A., Himmelman, N. (Eds.) The Austronesian Languages of Asia and Madagascar. Routledge, New York. pp429-455.",
807,hoava,F,,Coder: Naomi Peck,
808,kusaghe,F,,Coder: Naomi Peck,
809,bugotu,F,,"Ivens, W.G. (1933) A Grammar of the Language of Bugotu, Ysabel Island, Solomon Islands. Bulletin of the School of Oriental and African Studies 7(1). 141-177.",
810,achterhoeks,F,,,
811,kilivila,F,,Coder: Naomi Peck,
812,chrau,F,,"David D. Thomas. 1971. Chrau Grammar. Oceanic Linguistics Special Publications. (Oceanic Linguistics Special Publication, 7.) In  Grace, George W. and Howard P. McKaughan and Byron W. Bender and Donald M. Topping (eds.) Honolulu: University of Hawaii Press. x+258pp.",
813,yuracare,F,,,
814,buli,F,,"Maan, G. (1951) Proeve van een Bulische Spraakkunst (Verhandelin-gen van het Koninklijk Instituut voor Taal-, Land, en Volkenkunde X). The Hague: Martinus Nijhoff.",
815,centralsierramiwok,F,,"Freeland 1951ː Freeland, Lucy Shepard. 1951. Language of the Sierra Miwok. (Indiana University publications in anthropology and linguistics: Memoir, 6.) Baltimore: Waverly Press. iii+199pp. (International journal of American linguistics ",
816,dagur,F,,Freeland1951Language,
817,achangxiandao,F,,Nagakura2006,
818,ainu,F,,LeeSmith1996,
819,jad,F,,"Sharma, D.D. (1990) Jad Dialect. In Tibeto-Himalayan Languages of Uttarakhandː Part Two (Studies in Tibeto-Himalayan Languages III), 1-78. New Delhi, Indiaː Mittal Publications",
820,aiton,F,,Morey2002,
821,acoli,F,,Crazzolara1938,
822,hupdownriver,F,,"Epps, Patience. 2008. A Grammar of Hup. (Mouton Grammar Library, 43.) Berlin",
823,bunong,F,,,
824,hupumarinorte,F,,Epps (2008:159),
825,bonan,F,,"Fried, RW. 2010. A Grammar of Bao'an T, A Mongolic Language of Northwest China. PhD Dissertation, University of Buffalo",
826,westernbukidnonmanabo,F,,"Elkins, Richard E. (1967) Major grammatical patterns of Western Bukidnon Manobo. Doctoral dissertation. University of Hawaii.",
827,centralnicobarese,F,,,
828,jadgali,F,,"Burton, Richard. (1849) A grammar of the Jataki-Belochi dialect. Journal of the Bombay Branch of the Royal Asiatic Society 3(1). 81-125",
829,dyirbal,F,,"(Dixon, 1972, p. 50)",
830,dongxiang,F,,Field1997,
831,ayiwo,F,,"Malcolm Ross and Åshild Næss. 2007. An Oceanic Origin for Äiwoo, the Language of the Reef Islands?. Oceanic Linguistics 46. 456-498.",
832,iloko,F,,"Rubino, Carl. 2005. Iloko. In Adelaar, A., Himmelman, N. (Eds.) The Austronesian Languages of Asia and Madagascar. Routledge, New York. pp326-349.",
833,bikol,F,,"McFarland, Curtis D. (1974) The dialects of the Bikol area. Yale University doctoral dissertation",
834,jinhgpaw,F,,"Qingxia, Dai & Lon Diehl. (2003) Jinghpo. In Graham Thurgood and Randy J. LaPolla (eds.), The Sino-Tibetan Languages(Routledge Language Family Series), 401-408. London & New Yorkː Routledge.",
835,motu,F,,"Lawes, William George. 1896.Grammar and Vocabulary of language spoken by Motu Tribe (New Guinea) 3rd edition Sydney:Government Printer",
836,gorumparenga,F,,"Bhattacharya, Sudhibhushan. 1954. Studies in the Parengi language. Indian Linguistics 14. 45-63.",
837,wolio,F,,Grimes1995,
838,eastyugur,F,,"Nugteren, Hans. (2003) Shira Yughur. In Juha Janhunen (ed.), The Mongolic Languages (Routledge Family Series), 265-285. London & New Yorkː Routledge.",
839,ahom,F,,Buragohain2010,
840,assamese,F,,"Goswami, G.C. & Jyotiprakash Tamuli. (2003) Asamiya. In George Cardona & Danesh Jain (eds.), The Indo-Aryan Languages (Routledge Language Family Series), 391-443. London & New Yorkː Routledge.",
841,shinekhanburyat,F,,"Yamakoshi, Yasuhiro.(2011) Shinekhen Buryat. In Yasuhiro Yamakoshi(ed.) Grammatical Sketches from the Field, 137-178.Tokyoː Research Institute for Languages and Cultures of Asia and Africa (ILCAA), Tokyo University of Foreign Studies",
842,windesi,F,,Windesi1955,
843,woleaian,F,,Sohn1975,
844,aimol,F,,Singh2010,
845,futunaaniwa,F,,Dougherty1983,
846,giramay,F,,Dixon1972,
847,ajie,F,,,
848,alyawarre,F,,"Yallop, Colin. (1977) Alyawarra: An Aboriginal Language of Central Australia",
849,barungakriol,F,,SchultzeBerndt2013,
850,asuri,F,,"Source for all cells: Hahn 1901. Hahn's orthography used, which has some odd features – underdots for retroflex, ŋ for presasalised velar stop 'the nasal n in connection with the guttural g', and n with an underbar for the 'guttual nasal n' (presumably ŋ). ",
851,buru,F,,Grimes1991,
852,hawaiian,F,,,
853,antakarinya,F,,BerndtBerndt1942,
